"['ser', 'ansioso', 'foda', 'kkkkk']",Ser ansioso é foda kkkkk
"['que', 'frio', 'caralho']",Que frio do caralho
"['o', 'foda', 'descubro', 'tudo', 'pode', 'demorar', 'descubro']","O foda é que eu descubro tudo ,pode demorar mas descubro !! https://t.co/3DN5VZPk3u"
"['ai', 'q', 'merda', 'cara', 'horas', 'saida', 'q', 'dor']","ai q merda cara 2 horas de saída só, q dor"
"['puta', 'pariu', 'pq', 'ainda', 'deixam', 'howard', 'stern', 'entrevistar', 'alguem', 'cara', 'chato']","puta que pariu pq ainda deixam o howard stern entrevistar alguém, cara chato"
"['as', 'vezes', 'queria', 'ser', 'cego', 'pra', 'certas', 'coisas', 'kkkkk', 'ta', 'louco']","As vezes eu queria ser cego pra certas coisas kkkkk, tá louco"
"['peticao', 'contra', 'povo', 'come', 'salgadinho', 'cheiro', 'chule', 'feat', 'vomito', 'dentro', 'onibus']",petição contra esse povo que come salgadinho com cheiro de chulé feat vômito dentro do ônibus
"['to', 'fazendo', 'merda', 'cabelo', 'desejem', 'sorte']",Tô fazendo merda no cabelo me desejem sorte 🙏🏾
"['frio', 'ta', 'foda', 'aqui', 'urca']",Frio tá foda aqui na urca 🥶
"['quero', 'babo', 'ovo', 'todos', 'amigos', 'pq', 'amigo', 'foda', 'ovo', 'gostoso']",Quero só ela e babo ovo de todos meus amigos pq só tenho amigo foda e do ovo gostoso https://t.co/FdGVSgcn7P
"['outra', 'falando', 'saio', 'pra', 'encher', 'cu', 'droga', 'kkkkkkkk', 'gracas', 'q', 'deus', 'dinheiro', 'vai', 'lavar', 'louca', 'postar', 'indireta', 'loca', 'kkkkkkkk']",a outra falando que eu só saio pra encher o cu de droga KKKKKKKK graças q deus é com meu dinheiro 🙏🏻🙏🏻 vai lavar uma louça e para de postar indireta sua loca kkkkkkkk
"['uma', 'pessoa', 'fala', 'buenas', 'morava', 'casa', 'alguem', 'dono', 'imovel', 'ter', 'conhecimento', 'disso', 'ainda', 'afirmar', 'medo', 'descobrir', 'devia', 'estar', 'depondo', 'pq', 'moral', 'nenhuma', 'puta', 'pariu']","Uma pessoa que fala de buenas que morava na casa de alguém sem o dono do imóvel ter conhecimento disso e ainda afirmar que tinha medo dele descobrir isso não devia nem estar depondo pq não tem moral nenhuma puta que pariu

#JusticeForJohnnyDepp"
"['vou', 'fazer', 'edit', 'foda', 'pro', 'dia', 'anotei', 'umas', 'paradas', 'pra', 'esquecer']","vou fazer uma edit foda pro dia 28, até anotei umas paradas pra não esquecer"
"['parabens', 'ai', 'galera', 'conseguiu', 'pegar', 'pq', 'agora', 'vou', 'fazer', 'cu', 'doce', 'fdp']","parabéns ai a galera que conseguiu me pegar, pq agora eu vou fazer um cu doce fdp"
"['comprei', 'dois', 'vinhos', 'queima', 'acabei', 'tomar', 'tudo', 'kkkk']",Comprei dois vinhos para queima e acabei de tomar tudo kkkk 🤦🏻‍♀️
"['e', 'louis', 'icon', 'header', 'preto', 'branco', 'macetam']","É isso Louis, Icon e header preto e branco macetam! https://t.co/ER1kFdOpuk"
"['mais', 'alguem', 'sofrendo', 'piercing', 'mamilo', 'pqp', 'vei', 'frio', 'caralho']",Mais alguém sofrendo com o piercing do mamilo ou só eu? Pqp vei frio do caralho
"['vitoria', 'consegui', 'tomar', 'banho', 'lavar', 'cabelo', 'proximo', 'desafio', 'conseguir', 'comer']","Vitória, consegui tomar banho e lavar o cabelo, o próximo desafio é conseguir comer"
"['ter', 'depressao', 'inferno', 'auto', 'confianca', 'pro', 'caralho', 'vontade', 'viver', 'juntinho']","ter depressão é um inferno, minha auto confiança foi pro caralho e a vontade de viver foi juntinho"
"['e', 'dai', 'melhor', 'idiota', 'ladrao', 'errado']","E daí ??
Melhor um idiota do que um ladrão...ou eu estou errado ? https://t.co/X7DIWPq1TS"
"['o', 'triangulo', 'amoroso', 'mkt', 'filmes', 'bella', 'sempre', 'team', 'edward', 'jacob', 'la', 'empatar', 'foda']","O triângulo amoroso só teve no MKT dos filmes, a Bella sempre foi 100% team Edward e o Jacob que estava lá para empatar foda https://t.co/yTucR9RZvU"
"['admiro', 'jorge', 'cara', 'foda', 'foda', 'foda']",admiro muito o seu jorge cara foda foda foda
"['eu', 'caso', 'amor', 'odio', 'roupa', 'preta', 'amor', 'pq', 'tudo', 'combina', 'odio', 'pq', 'sempre', 'fica', 'cheio', 'bolinha', 'fiapos', 'brancos', 'senhor']",Eu tenho um caso de amor e ódio por roupa preta! Amor pq tudo combina e ódio pq sempre fica cheio de bolinha ou fiapos brancos!! Senhor
"['podzin', 'bom', 'demais', 'ta', 'louco']","Podzin é bom demais, ta louco"
"['vai', 'pro', 'caralho']",Vai pro caralho
"['ta', 'frio', 'caralho']",tá um frio do Caralho
"['amo', 'tomar', 'cha']",amo tomar chá
"['caralho', 'mulher', 'deu', 'peido', 'elevador', 'to', 'zonza', 'agora']",Caralho a mulher deu um peido no elevador que eu tô zonza até agora
"['evite', 'decepcoes', 'fdp']","Evite decepções, seja você o fdp 🙃🙂"
"['nao', 'basta', 'ser', 'pobre', 'feio', 'q', 'ir', 'trabalhar', 'dia', 'primeiro', 'vai', 'virote', 'vai', 'toma', 'cu']","Não basta ser pobre e feio, tem q ir trabalhar no dia primeiro, vai de virote e vai toma no cu"
"['caralho', 'hein', 'ta', 'mo', 'frio', 'to', 'marido', 'vou', 'ter', 'dormir']",caralho hein tá mó frio como eu tô sem marido vou ter que dormir com o seu https://t.co/ZXaoKZ20yK
"['tamanho', 'pica', 'deixo', 'novinha', 'louca', 'eu', 'botei', 'no', 'cu', 'e', 'saiu', 'na', 'boca']","o tamanho da minha pica deixo a novinha louca

eU BOTEI NO CU E SAIU NA BOCA https://t.co/NZHYAwOuXc"
"['meu', 'pai', 'falando', 'q', 'eduardo', 'costa', 'semi', 'gay', 'kkkkkkkkk', 'simplesmente', 'pq', 'sabia', 'nome', 'bissexual']",Meu pai falando q o Eduardo Costa é semi gay kkkkkkkkk (simplesmente pq ele não sabia que o nome é bissexual)
"['eu', 'item', 'parado', 'algum', 'lugar', 'sabe', 'la', 'onde', 'ta', 'correios', 'furtando', 'coisas', 'gente', 'merda', 'viu']","Eu com meu item parado em algum lugar que sabe lá onde tá, correios está furtando as coisas da gente. Merda viu https://t.co/Ip1aq9QC5Z"
"['amo', 'vir', 'casa', 'vovo', 'sempre', 'tomar', 'cafezinho']",como eu amo vir na casa da vovó e sempre tomar meu cafézinho
"['vermelha', 'fodase', 'mbappe']",vermelha fodase o mbappé https://t.co/dawO1RIycE
"['top', 'horrores', 'frio', 'cagar', 'privada', 'gelada']",top 10 horrores do frio: cagar na privada gelada
"['vai', 'foder', 'oh', 'borre']",Vai te foder oh Borré
"['knetz', 'deixando', 'ser', 'burro', 'primeira', 'vez']",knetz deixando de ser burro pela primeira vez https://t.co/ISI1ZZPQvT
"['passei', 'mal', 'tarde', 'toda', 'nao', 'comi', 'nd', 'tentando', 'come', 'agr']","passei mal a tarde toda , nao comi nd , tentando come agr 🤯😩"
"['que', 'dor', 'cabeca', 'cacete']",Que dor de cabeça do cacete!
"['vao', 'falar', 'amigo', 'casa', 'caralho']",vão falar do meu amigo na casa do caralho
"['vai', 'tomar', 'cu', 'jogo', 'merda']",Vai tomar no cu que jogo merda
"['frio', 'caralho', 'mermao', 'reclama', 'sol', 'verao', 'agora', 'puto']","Frio do caralho mermao, reclama do sol e verão agora seus puto"
"['ir', 'p', 'casa', 'sabendo', 'q', 'continua', 'sendo', 'luz', 'eh', 'd', 'fuder', 'cu', 'palhaco']",ir p casa sabendo q continua sendo luz eh d fuder o cu do palhaço mesmo
"['quem', 'cool', 'medo', 'ne', 'desespero', 'idiota', 'q', 'preso']","Quem tem cool tem medo né 🤡
Desespero de um idiota q será preso.
#Lula2022 
#LulaPresidente13"
"['se', 'pego', 'covid', 'dnv', 'to', 'fudido', 'kkkkkkkkkkkkkkkkk']",Se eu tiver pego covid dnv eu tô fudido kkkkkkkkkkkkkkkkk
"['to', 'vibe', 'tomar', 'cafe', 'forte', 'acucar', 'ainda', 'to', 'adaptando', 'pra', 'ver', 'vai', 'dar', 'certo']","tô na vibe de tomar café forte sem açúcar, eu ainda tô me adaptando pra ver se vai dar certo."
"['vc', 'faz', 'faz', 'faz', 'toma', 'cu']","vc faz faz faz,e só toma no cu🤝🏻"
"['q', 'frio', 'cacete', 'volta', 'logo', 'veraooo']","Q frio do cacete, volta logo verãooo"
"['esse', 'sabado', 'vai', 'ter', 'role', 'q', 'merda', 'essa']",Esse sábado não vai ter rolê? Q merda é essa🏄🏻‍♂️
"['que', 'merda', 'caralho', 'situacao', 'flamengo', 'e', 'vai', 'piorar', 'ainda']",Que merda do caralho essa situação do Flamengo. E vai piorar ainda.
"['o', 'mds', 'kkkkkkkkk', 'ele', 'mt', 'fdp', 'amo']","O #Clark mds kkkkkkkkk  
Ele é mt fdp, amo https://t.co/8OOlQesmp0"
"['hoje', 'sei', 'desse', 'mundo', 'perdoe', 'coracao', 'vagabundo']","Hoje eu sei, eu não sou desse mundo perdoe esse coração vagabundo"
"['cagar', 'claudia', 'oh', 'babe', 'oue', 'claudia', 'tou', 'ler', 'horoscopo', 'bue', 'accurate', 'diz', 'claudia', 'diz', 'sofres', 'disturbios', 'problemas', 'epa', 'fodase', 'cagar', 'paz']","*eu a cagar*

claudia: OH BABE 

eu: OUE

claudia: tou a ler o teu horóscopo e é bue accurate!!

eu: o que é que diz???

claudia: diz que sofres de distúrbios e problemas 

epa foda-se nem a cagar tenho paz."
"['crlh', 'n', 'aguento', 'postar', 'foto', 'storys', 'instagram', 'enfiar', 'qualidade', 'cu', 'vsf']","crlh n aguento mais postar foto no storys e o instagram enfiar a qualidade no cu, vsf"
"['puta', 'merda', 'parceiro', 'levou', 'verde', 'pra', 'entrega', 'firma', 'perde', 'potinho', 'revira', 'cx', 'tudo', 'n', 'acha', 'nd', 'desesperados', 'kkkkkk', 'acho', 'o', 'veinho', 'trampa', 'fdp', 'viu', 'procurando', 'fico', 'quieto', 'dps', 'descobriu', 'fdp', 'jogou', 'falo', 'diabo']","Puta merda parceiro levou meu verde pra me entrega na firma, ele  perde o potinho nos revira as cx tudo n acha nd, desesperados!!!  kkkkkk quem acho? O veinho que trampa com nos, fdp viu nos procurando fico quieto dps nos descobriu que foi ele, fdp jogou fora falo que é do Diabo"
"['o', 'foda', 'todo', 'coisado', 'cabeca']",O foda é que ele é todo coisado da cabeça
"['amo', 'cabelo', 'preto']",me amo muito de cabelo preto
"['esqueci', 'kkjjjk', 'caralho', 'porra', 'buceta']",esqueci que * kkjjjk caralho porra buceta
"['perdi', 'game', 'perdi', 'joguei', 'bunda', 'joguei', 'enfiei', 'fila', 'arma', 'cu', 'sim', 'ficou', 'merda', 'dei', 'triplekill', 'aphelios', 'importa']","perdi o game? perdi
joguei com a bunda? joguei
enfiei minha fila de arma no cu? sim ficou uma merda
mas dei um triplekill de aphelios isso que importa"
"['deus', 'odeio', 'estressar', 'personagem', 'fdp', 'serie']",meu deus como eu odeio me estressar com personagem fdp de série
"['alexandre', 'defensor', 'traficantes', 'acha', 'povo', 'idiota']","Alexandre defensor dos Traficantes, acha mesmo que o Povo é Idiota. https://t.co/ALAUoPsCYJ"
"['pe', 'ta', 'gelado', 'meia', 'perdi', 'momento', 'ir', 'la', 'tomar', 'solzinho', 'pq', 'tava', 'adiantando', 'atividade', 'avaliativa', 'pos']",meu pé ta gelado até com meia e eu perdi o momento de ir la tomar um solzinho pq tava adiantando uma atividade avaliativa da pós
"['gato', 'louco', 'pao', 'queijo']",meu gato é louco com pão de queijo
"['acordei', 'sonhando', 'tomar', 'canjiquinha']",Acordei sonhando em tomar uma canjiquinha
"['tempo', 'ta', 'acabando', 'comigo', 'real', 'to', 'merda', 'cr']",esse tempo tá acabando comigo real tô muito na merda cr 😪🤧
"['postei', 'negocio', 'ontem', 'todo', 'mundo', 'levou', 'serio', 'odeio', 'ter', 'amigo', 'burro']",Postei um negócio ontem e todo mundo levou a sério 😭😭😭😭 odeio ter amigo burro
"['so', 'trabalha', 'fdp', 'vai', 'entender', 'sensacao', 'adquirir', 'bem', 'material']",Só quem trabalha que nem um fdp vai entender a sensação de adquirir um bem material
"['ja', 'aguento', 'palhacada', 'toda', 'cansada', 'tudo', 'dps', 'da', 'merda', 'vai', 'cair', 'pro', 'lado', 'fraco', 'lgc']","Já não aguento mais essa palhaçada toda já estou cansada de tudo isso , dps que dá merda vai cair pro lado mais fraco , lgc que é o meu 😔🤦🏼‍♀️"
"['penalti', 'pra', 'caralho']",Pênalti pra caralho
"['tempinho', 'bom', 'pra', 'fazer', 'caldo', 'mandioca', 'tomar', 'olhos']",Tempinho bom pra eu fazer caldo de mandioca e tomar até pelos olhos
"['to', 'ganhando', 'dolar', 'fodase', 'to', 'aii']",to ganhando em dólar fodase to nem aii
"['ser', 'corno', 'pra', 'assistir', 'jogo', 'horas', 'autocritica']",tem que ser muito corno pra assistir esse jogo 23:00 horas (autocrítica)
"['acontece', 'coisa', 'pra', 'fazer', 'ontem', 'pra', 'casa', 'dormir', 'n', 'nada', 'urgente', 'hoje', 'q', 'vo', 'toma', 'vinho', 'namorado', 'mt', 'feliz', 'ah', 'naooooo', 'faz', 'aqui', 'essa', 'merda', 'desse', 'motion', 'caralho', 'q', 'odio']",isso só acontece quando tenho coisa pra fazer ontem fui pra casa dormir n teve nada urgente hoje q vo toma vinho com meu namorado estava mt feliz ah NAOOOOO FAZ AQUI ESSA MERDA DESSE MOTION caralho q odio
"['puta', 'merda', 'mundo', 'acabou', 'tamo', 'fazendo', 'hora', 'extra', 'nessa', 'porra']","Puta merda, o mundo acabou e tamo fazendo hora extra nessa porra https://t.co/3VfwAHQfEU"
"['to', 'passando', 'frio', 'caralho', 'academia', 'deus']",eu tô passando um frio do caralho na academia. por deus https://t.co/rwhRLldCjI
"['reclamavam', 'sobre', 'fada', 'lanca', 'muita', 'musica', 'cds', 'agora', 'sumiu', 'to', 'louco', 'single', 'novo', 'ari']","Reclamavam que só sobre a fada lança muita música e cds. Agora ela sumiu, eu tô louco por um single novo da Ari 😪😪😪 https://t.co/2OKNEo4WRR"
"['deus', 'odeio', 'estudar', 'odeio', 'odeio', 'odeio', 'dor', 'cabeca', 'cu']",meu deus eu odeio estudar odeio odeio odeio dor de cabeça cu
"['serio', 'faco', 'merda', 'vida', 'kkkkk', 'tudo', 'bem']",sério só faço merda na minha vida KKKKK mas tudo bem
"['alguem', 'chama', 'pra', 'tomar', 'quentao']",Alguém me chama pra tomar um quentão.
"['ficou', 'esquisito', 'vou', 'ouvir', 'ate', 'acostumar', 'pq', 'sei', 'q', 'japones', 'idioma', 'complicado', 'pra', 'cacete']",ficou esquisito mas eu vou ouvir ate acostumar pq sei q japones é um idioma complicado pra cacete . https://t.co/EK3UcaI4V3
"['nesse', 'tempo', 'mantendo', 'equilibrio', 'tomar', 'banho', 'hora', 'logo', 'seguida', 'ficar', 'semana', 'chegar', 'perto', 'chuveiro']",nesse tempo estou mantendo o equilíbrio de tomar um banho de uma hora e logo em seguida ficar uma semana sem chegar perto do chuveiro
"['quero', 'mc', 'fish', 'va', 'pro', 'caralho', 'resto', 'podia', 'voltar', 'ein']",Quero que o mc fish vá pro caralho mas o resto podia voltar ein https://t.co/vyOJi6hDlg
"['puta', 'pariu', 'acho', 'consigo', 'levitar', 'forca', 'odio']",puta que pariu acho que consigo levitar só na força do ódio
"['odeio', 'caloteiro', 'ter', 'q', 'ficar', 'trabalhando', 'pra', 'caloteiro', 'velho', 'fdp', 'q', 'o', 'cara', 'sabe', 'que', 'nao', 'vai', 'pagar', 'de', 'novo', 'nossa', 'q', 'odio', 'vontade', 'de', 'transpassar', 'os', 'limites', 'legais', 'com', 'uma', 'faca']",ODEIO CALOTEIRO TER Q FICAR TRABALHANDO PRA CALOTEIRO VELHO FDP Q O CARA SABE QUE NÃO VAI PAGAR DE NOVO NOSSA Q ODIO VONTADE DE TRANSPASSAR OS LIMITES LEGAIS COM UMA FACA
"['foda', 'amar', 'pessoa', 'coloca', 'pra', 'baixo']",é foda amar uma pessoa que só te coloca pra baixo
"['gnt', 'to', 'vendendo', 'cadela', 'pq', 'nn', 'aguento', 'porte', 'pequeno', 'raca', 'atente', 'nome', 'isadora', 'nao', 'adestrada', 'nn', 'obedece', 'pq', 'bem', 'burrinha', 'qm', 'interesse', 'favor', 'entrar', 'contato', 'fotos', 'anexo']","gnt to vendendo minha cadela pq nn aguento mais ela, ela é porte pequeno, sem raça e atente pelo nome isadora.
nao é adestrada e nn obedece pq é bem burrinha.
qm tiver interesse, favor entrar em contato.
fotos em anexo: https://t.co/qMb4WUzXI7"
"['cabelo', 'voltou', 'ser', 'preto']",meu cabelo voltou a ser preto :(((((((((((
"['whey', 'beijinho', 'doce', 'pra', 'caralho']",Whey de beijinho doce pra caralho
"['telefone', 'bosta', 'fabricou', 'caco', 'corno']",telefone de bosta quem fabricou esse caco é um corno
"['cada', 'frase', 'ficando', 'burro']",a cada frase foi ficando mais burro https://t.co/KwC3fzNcz1
"['vez', 'entrei', 'uber', 'pisei', 'merda', 'passo', 'antes', 'entrar', 'carro', 'devia', 'ter', 'feito', 'video', 'chorando']","uma vez quando entrei no uber eu pisei na merda um passo antes de entrar no carro, eu devia ter feito video chorando também https://t.co/mgpwch7lRT"
"['fui', 'bolsr', 'botei', 'metade', 'dichavada', 'olhei', 'pro', 'lsdo', 'voltei', 'caido', 'tudo', 'chao', 'kkkk', 'vai', 'foder', 'q', 'usar', 'outra', 'metade', 'inferno']","Fui bolsr, botei metade da dichavada, olhei pro lsdo, quando voltei tinha caido tudo no chão kkkk vai de foder, tive q usar a outra metade, inferno"
"['brincar', 'telefone', 'fio', 'spindel', 'foda', 'da']","Brincar de telefone sem fio com spindel é foda, não dá.... https://t.co/zwvJnYpuWY"
"['e', 'foda', 'paquerar', 'pessoa', 'n', 'entender']",E foda paquerar e a pessoa n entender
"['queria', 'ganha', 'uns', 'pila', 'cada', 'coisa', 'faco', 'nesse', 'cacete']",queria ganha uns pila por cada coisa que eu faço a mais nesse cacete
"['dor', 'garganta', 'caralho']",dor de garganta do caralho
Tweet Tratado,Tweet Original
"['odeio', 'postar', 'publicidade', 'parece', 'q', 'pessoal', 'fica', 'burro', 'unica', 'coisa', 'q', 'ligo', 'pra', 'comentario', 'ngm', 'comenta', 'fico', 'q', 'horror']",odeio postar publicidade parece q pessoal fica burro unica coisa q eu LIGO PRA COMENTARIO NGM COMENTA FICO@NERVOSA Q HORROR
"['esse', 'friozin', 'vontade', 'danada', 'tomar', 'chope', 'casaco']",Esse friozin da uma vontade danada de tomar um chope de casaco
"['po', 'nesse', 'clima', 'friozinho', 'faltou', 'menino', 'juro', 'to', 'louco']","po nesse clima friozinho só faltou você
o menino te juro tô louco por você"
"['kkkkkkkkkkkkkkkkkkkk', 'domado', 'que', 'nem', 'egua', 'pelo', 'arrascaeta', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk']",KKKKKKKKKKKKKKKKKKKK DOMADO QUE NEM EGUA PELO ARRASCAETA KKKKKKKKKKKKKKKKKKKKKKKKKKKKKK https://t.co/Rdis4ruPmU
"['foda', 'pensei', 'nisso', 'dia', 'todo']",Foda que eu pensei nisso o dia todo....
"['caralho', 'saudades', 'normal']",o caralho que saudades é normal
"['eu', 'to', 'desde', 'cobertas', 'assistindo', 'tiktok', 'rindo', 'igual', 'retardado', 'bao', 'demais']",Eu tô desde as 14h em 2 cobertas assistindo tiktok e rindo igual um retardado. Bao demais
"['pegar', 'friozinho', 'bobo', 'pista', 'agora']",Pegar esse friozinho bobo na pista agora… ❄️
"['e', 'foda', 'pq', 'ganho', 'geral', 'argumento']",É foda pq eu ganho de geral no argumento https://t.co/2Dy9fC1cmY
"['cu', 'af']",meu cu mesmo af https://t.co/LY3APCDXYd
"['discorda', 'mim', 'burro', 'simples', 'assim']","Discorda de mim = burro
Simples assim"
"['recuso', 'tomar', 'banho', 'hj']",me recuso tomar banho hj
"['ser', 'ansioso', 'foda', 'kkkkk']",Ser ansioso é foda kkkkk
"['que', 'frio', 'caralho']",Que frio do caralho
"['o', 'foda', 'descubro', 'tudo', 'pode', 'demorar', 'descubro']","O foda é que eu descubro tudo ,pode demorar mas descubro !! https://t.co/3DN5VZPk3u"
"['ai', 'q', 'merda', 'cara', 'horas', 'saida', 'q', 'dor']","ai q merda cara 2 horas de saída só, q dor"
"['puta', 'pariu', 'pq', 'ainda', 'deixam', 'howard', 'stern', 'entrevistar', 'alguem', 'cara', 'chato']","puta que pariu pq ainda deixam o howard stern entrevistar alguém, cara chato"
"['as', 'vezes', 'queria', 'ser', 'cego', 'pra', 'certas', 'coisas', 'kkkkk', 'ta', 'louco']","As vezes eu queria ser cego pra certas coisas kkkkk, tá louco"
"['peticao', 'contra', 'povo', 'come', 'salgadinho', 'cheiro', 'chule', 'feat', 'vomito', 'dentro', 'onibus']",petição contra esse povo que come salgadinho com cheiro de chulé feat vômito dentro do ônibus
"['to', 'fazendo', 'merda', 'cabelo', 'desejem', 'sorte']",Tô fazendo merda no cabelo me desejem sorte 🙏🏾
"['frio', 'ta', 'foda', 'aqui', 'urca']",Frio tá foda aqui na urca 🥶
"['quero', 'babo', 'ovo', 'todos', 'amigos', 'pq', 'amigo', 'foda', 'ovo', 'gostoso']",Quero só ela e babo ovo de todos meus amigos pq só tenho amigo foda e do ovo gostoso https://t.co/FdGVSgcn7P
